405,6.4
406,6.4
407,6.1
408,6.3
409,6.3
410,6.4
411,6.6
412,6.4
413,6.3
414,6.5
415,6.4
416,6.6
417,6.6
418,6.8
419,6.9
420,7.7
421,7.7
422,7.8
423,7.5
424,7.4
425,7.4
426,7.4
427,7.4
428,7.1
429,7.1
430,6.9
431,6.6
432,6.5
433,6.6
434,6.6
435,6.3
436,6.2
437,6.6
438,7.1
439,7.4
440,7.5
441,7.9
442,8.1
443,8.6
444,8.7
445,9.2
446,8.8
447,9.4
448,9.9
449,9.8
450,9.6
451,9.1
452,9.3
453,9.4
454,9.5
455,9.4
456,9.1
457,9
458,8.6
459,8.6
460,8.7
461,8.7
462,8.5
463,8.5
464,8.5
465,8.4
466,8.8
467,8.9
468,9.2
469,9.6
470,10.5
471,9.3
472,9.3
473,8.3
474,8.2
475,7.7
476,7.6
477,7.5
478,7.4
479,7.6
480,7.5
481,7.2
482,7.5
483,6.6
484,6
485,5.6
486,5.4
487,5.2
488,5.2
489,5.2
490,5.2
491,6.4
492,7.5
493,7.3
494,7.9
495,7.9
496,8.4
497,9.6
498,10.1
499,9.1
500,8.9
